domain,resolution_label,resolution_cycles,bin_index,cycle_start,cycle_end_exclusive,released_packets,delivered_packets,outstanding_packets_end,mean_delivery_latency,p95_delivery_latency,stall_events,buffer_occupancy_events,layer_release_counts,source_path,source_sha256,source_selector,metric_semantics,evidence_level
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3184,31840,31850,0,3,6554,19984.666666666668,19987.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3184 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3185,31850,31860,0,2,6552,19990.5,19991.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3185 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3186,31860,31870,0,5,6547,19998.8,20004.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3186 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3187,31870,31880,0,4,6543,20004.75,20010.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3187 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3188,31880,31890,0,4,6539,20012.75,20017.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3188 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3189,31890,31900,0,2,6537,20020.5,20021.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3189 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3190,31900,31910,0,3,6534,20025.666666666668,20027.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3190 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3191,31910,31920,0,4,6530,20032.0,20034.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3191 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3192,31920,31930,0,3,6527,20038.333333333332,20040.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3192 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3193,31930,31940,0,3,6524,20044.666666666668,20047.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3193 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3194,31940,31950,0,2,6522,20050.5,20051.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3194 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3195,31950,31960,0,5,6517,20058.8,20064.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3195 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3196,31960,31970,0,4,6513,20064.75,20070.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3196 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3197,31970,31980,0,4,6509,20072.75,20077.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3197 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3198,31980,31990,0,2,6507,20080.5,20081.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3198 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3199,31990,32000,0,3,6504,20085.666666666668,20087.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3199 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3200,32000,32010,0,4,6500,20092.0,20094.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3200 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3201,32010,32020,0,3,6497,20098.333333333332,20100.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3201 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3202,32020,32030,0,3,6494,20104.666666666668,20107.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3202 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3203,32030,32040,0,2,6492,20110.5,20111.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3203 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3204,32040,32050,0,5,6487,20118.8,20124.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3204 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3205,32050,32060,0,4,6483,20124.75,20130.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3205 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3206,32060,32070,0,4,6479,20132.75,20137.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3206 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3207,32070,32080,0,2,6477,20140.5,20141.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3207 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3208,32080,32090,0,3,6474,20145.666666666668,20147.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3208 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3209,32090,32100,0,4,6470,20152.0,20154.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3209 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3210,32100,32110,0,3,6467,20158.333333333332,20160.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3210 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3211,32110,32120,0,3,6464,20164.666666666668,20167.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3211 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3212,32120,32130,0,2,6462,20170.5,20171.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3212 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3213,32130,32140,0,5,6457,20178.8,20184.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3213 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3214,32140,32150,0,4,6453,20184.75,20190.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3214 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3215,32150,32160,0,4,6449,20192.75,20197.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3215 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3216,32160,32170,0,2,6447,20200.5,20201.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3216 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3217,32170,32180,0,3,6444,20205.666666666668,20207.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3217 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3218,32180,32190,0,4,6440,20212.0,20214.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3218 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3219,32190,32200,0,3,6437,20218.333333333332,20220.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3219 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3220,32200,32210,0,3,6434,20224.666666666668,20227.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3220 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3221,32210,32220,0,2,6432,20230.5,20231.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3221 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3222,32220,32230,0,5,6427,20238.8,20244.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3222 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3223,32230,32240,0,4,6423,20244.75,20250.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3223 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3224,32240,32250,0,4,6419,20252.75,20257.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3224 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3225,32250,32260,0,2,6417,20260.5,20261.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3225 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
cnn_matched_input_booksim_runtime,fixed_10_cycles,10,3226,32260,32270,0,3,6414,20265.666666666668,20267.0,,,,experiments/aspdac/results/final_20260716/raw/mnist_cnn_noc_traces/sequential_network.csv;experiments/aspdac/results/external_rerun_20260717/raw/external_booksim_cnn_trace/c-2b4cf12a6ed1af66/packet_delivery.csv,7844f237c4b3461cf0ed1df81aecce1b664d3abb6a6da77861173cc01f4c145a;b9e11d3f1585c0f822c73721cbb4b137b174a3f15183a59ceccdfab39a7789ec,release/arrival cycle bin 3226 at width 10,Release is Exact shared input; delivery and latency are BookSim2 native packet runtime,Exact input; Numerical descriptive runtime
