K,M,N,accuracy,actual_output_hash,axis_case_id,axis_mode,axis_profile_id,axis_repeat,candidate_id,canonical_trace_hash,case_id,columns,completed_macs,compute_cycles,compute_timing_distinguishes_arithmetic_profile,compute_utilization_pct,config_hash,conversion_cycles,conversion_energy_pj,correct,dataset_hash,dominant_service,evidence_level,exact_encoded_bits,expected_output_hash,experiment_name,functional_wall_seconds,image_count,images,input_elements,internal_repeats,layer_count,layer_id,layer_kind,logical_bits,lowering_hash,mapping_hash,memory_cycles,mode,model_hash,noc_cycles,non_finite_values,output_elements,packet_count,packetized_bits,padding_bits,passed,payload_bits_per_element,peak_gpu_memory_bytes,post_op_cycles,post_op_elements_per_image,prediction_hash,profile_id,provider,raw_path,repeat,repeat_exact,rows,scenario,seed,sequential_cycles,status,total_cycles,transport_hash,weight_elements,workload_hash
,,,,4a1ca0a09eb968ac46962f57361e33b8e93d91f687a82017a7bebb09f97779d3,half_subnormal_7x4,,fp32_a32,1,c-b57d7814d94271c4,,half_subnormal_7x4,4,,,,,408b5f7499205e9b4e645590e914f3a1b19723927af5a4080d90bc3c787a2a69,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,4a1ca0a09eb968ac46962f57361e33b8e93d91f687a82017a7bebb09f97779d3,mnist_pe_kernel_conformance_r1,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,4,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp32_a32,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance_r1/c-b57d7814d94271c4.json,1,,7,mnist_pe_kernel_conformance,7402,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,a85c4717b9194002ae5548c47264ce2a0875fb4874340419d2a1f133a06ec38e,accumulation_15x10,,fp8_a8,0,c-b726bf26905c8b1b,,accumulation_15x10,10,,,,,408b5f7499205e9b4e645590e914f3a1b19723927af5a4080d90bc3c787a2a69,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,a85c4717b9194002ae5548c47264ce2a0875fb4874340419d2a1f133a06ec38e,mnist_pe_kernel_conformance_r1,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,10,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp8_a8,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance_r1/c-b726bf26905c8b1b.json,0,,15,mnist_pe_kernel_conformance,7410,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,f06c9e617fcb5ce5eeff7e97ee1b2105770875dec11dc9075091498c38a3a403,normal_mixed_5x3,,fp32_a32,1,c-b79ef006b3382fca,,normal_mixed_5x3,3,,,,,408b5f7499205e9b4e645590e914f3a1b19723927af5a4080d90bc3c787a2a69,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,f06c9e617fcb5ce5eeff7e97ee1b2105770875dec11dc9075091498c38a3a403,mnist_pe_kernel_conformance_r1,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,3,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp32_a32,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance_r1/c-b79ef006b3382fca.json,1,,5,mnist_pe_kernel_conformance,7401,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,a85c4717b9194002ae5548c47264ce2a0875fb4874340419d2a1f133a06ec38e,accumulation_15x10,,fp8_a8,1,c-b7d5ee838f3429ff,,accumulation_15x10,10,,,,,408b5f7499205e9b4e645590e914f3a1b19723927af5a4080d90bc3c787a2a69,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,a85c4717b9194002ae5548c47264ce2a0875fb4874340419d2a1f133a06ec38e,mnist_pe_kernel_conformance_r1,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,10,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp8_a8,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance_r1/c-b7d5ee838f3429ff.json,1,,15,mnist_pe_kernel_conformance,7410,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,b73018d0a18441707522a14be4442b1ca7130b8525529ec9cf670cd0898d1ef1,fp8_tie_even_10x7,,fp32_a32,0,c-b7efeebab1416e10,,fp8_tie_even_10x7,7,,,,,408b5f7499205e9b4e645590e914f3a1b19723927af5a4080d90bc3c787a2a69,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,b73018d0a18441707522a14be4442b1ca7130b8525529ec9cf670cd0898d1ef1,mnist_pe_kernel_conformance_r1,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,7,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp32_a32,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance_r1/c-b7efeebab1416e10.json,0,,10,mnist_pe_kernel_conformance,7405,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,3a63bcb39c2e62706f2106be4694764718d57c21972a20250908cae44b3e6932,normal_small_3x2,,fp32_a32,1,c-b8d15d4b4f6526ef,,normal_small_3x2,2,,,,,408b5f7499205e9b4e645590e914f3a1b19723927af5a4080d90bc3c787a2a69,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,3a63bcb39c2e62706f2106be4694764718d57c21972a20250908cae44b3e6932,mnist_pe_kernel_conformance_r1,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,2,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp32_a32,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance_r1/c-b8d15d4b4f6526ef.json,1,,3,mnist_pe_kernel_conformance,7400,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,21801cf1872df9d1a82d5263dfe7fb789b106f5012bdd791142df76f0ff5f6b1,normal_mixed_5x3,,fp16_a16,0,c-b9acda220953d2a8,,normal_mixed_5x3,3,,,,,408b5f7499205e9b4e645590e914f3a1b19723927af5a4080d90bc3c787a2a69,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,21801cf1872df9d1a82d5263dfe7fb789b106f5012bdd791142df76f0ff5f6b1,mnist_pe_kernel_conformance_r1,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,3,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp16_a16,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance_r1/c-b9acda220953d2a8.json,0,,5,mnist_pe_kernel_conformance,7401,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,c04838eee6e00c62fec23c4138cdb4e63648f40365f8edf14d17930e0a7c045d,normal_small_3x2,,fp8_a8,1,c-c548caa0b3a84910,,normal_small_3x2,2,,,,,408b5f7499205e9b4e645590e914f3a1b19723927af5a4080d90bc3c787a2a69,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,c04838eee6e00c62fec23c4138cdb4e63648f40365f8edf14d17930e0a7c045d,mnist_pe_kernel_conformance_r1,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,2,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp8_a8,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance_r1/c-c548caa0b3a84910.json,1,,3,mnist_pe_kernel_conformance,7400,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,1c09a943285337a4cc39e4c8689efa1869d2e72c0725fb0b6c25e93a4d160fbc,half_subnormal_7x4,,fp8_a16,1,c-c581bb162c6d435d,,half_subnormal_7x4,4,,,,,408b5f7499205e9b4e645590e914f3a1b19723927af5a4080d90bc3c787a2a69,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,1c09a943285337a4cc39e4c8689efa1869d2e72c0725fb0b6c25e93a4d160fbc,mnist_pe_kernel_conformance_r1,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,4,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp8_a16,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance_r1/c-c581bb162c6d435d.json,1,,7,mnist_pe_kernel_conformance,7402,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,25e1dd3337ab8b9df70383f1c666e0891be852ddd13c91258148220d3a0f3779,fp8_tie_even_10x7,,fp16_a16,1,c-c7acc7b77112cb86,,fp8_tie_even_10x7,7,,,,,408b5f7499205e9b4e645590e914f3a1b19723927af5a4080d90bc3c787a2a69,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,25e1dd3337ab8b9df70383f1c666e0891be852ddd13c91258148220d3a0f3779,mnist_pe_kernel_conformance_r1,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,7,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp16_a16,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance_r1/c-c7acc7b77112cb86.json,1,,10,mnist_pe_kernel_conformance,7405,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,00ab2eb44103eb10c310778d9bad16ee9127e37f3b28a918423fadc46b000143,fp8_finite_range_11x8,,fp8_a8,0,c-c8d579d64307820a,,fp8_finite_range_11x8,8,,,,,408b5f7499205e9b4e645590e914f3a1b19723927af5a4080d90bc3c787a2a69,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,00ab2eb44103eb10c310778d9bad16ee9127e37f3b28a918423fadc46b000143,mnist_pe_kernel_conformance_r1,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,8,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp8_a8,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance_r1/c-c8d579d64307820a.json,0,,11,mnist_pe_kernel_conformance,7406,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,5e99787fe340e767ce74af79989cada1848e84298c7da4244eb241d9a2b3ef42,wide_range_17x13,,fp8_a16,1,c-ca7402f86a1b68f6,,wide_range_17x13,13,,,,,408b5f7499205e9b4e645590e914f3a1b19723927af5a4080d90bc3c787a2a69,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,5e99787fe340e767ce74af79989cada1848e84298c7da4244eb241d9a2b3ef42,mnist_pe_kernel_conformance_r1,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,13,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp8_a16,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance_r1/c-ca7402f86a1b68f6.json,1,,17,mnist_pe_kernel_conformance,7411,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,a75ce97c4aa93fbc00069d619272ca3c81db4405aa03ce0f9774c2aba187f5d4,negative_zero_1x1,,fp8_a8,0,c-cbfcd79164dff06c,,negative_zero_1x1,1,,,,,408b5f7499205e9b4e645590e914f3a1b19723927af5a4080d90bc3c787a2a69,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,a75ce97c4aa93fbc00069d619272ca3c81db4405aa03ce0f9774c2aba187f5d4,mnist_pe_kernel_conformance_r1,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,1,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp8_a8,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance_r1/c-cbfcd79164dff06c.json,0,,1,mnist_pe_kernel_conformance,7408,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,b87fbc56c653e6f80e94235836358d6985ea91a7941ef7d5c26e5005e9f16463,fp8_tie_even_10x7,,fp8_a8,0,c-ce241e4f3d50f28d,,fp8_tie_even_10x7,7,,,,,408b5f7499205e9b4e645590e914f3a1b19723927af5a4080d90bc3c787a2a69,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,b87fbc56c653e6f80e94235836358d6985ea91a7941ef7d5c26e5005e9f16463,mnist_pe_kernel_conformance_r1,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,7,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp8_a8,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance_r1/c-ce241e4f3d50f28d.json,0,,10,mnist_pe_kernel_conformance,7405,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,2965b0a45db9c60ff96b693108b8e3cb319186fb3744404625e33d404f5ce32e,normal_mixed_5x3,,fp8_a16,0,c-d18b8066459a0c28,,normal_mixed_5x3,3,,,,,408b5f7499205e9b4e645590e914f3a1b19723927af5a4080d90bc3c787a2a69,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,2965b0a45db9c60ff96b693108b8e3cb319186fb3744404625e33d404f5ce32e,mnist_pe_kernel_conformance_r1,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,3,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp8_a16,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance_r1/c-d18b8066459a0c28.json,0,,5,mnist_pe_kernel_conformance,7401,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,1e53b2b7a6cb41c691ed15212ed09166f747bccd105ff709264567bfcbdac83a,wide_range_17x13,,fp8_a8,0,c-d600cb645e199515,,wide_range_17x13,13,,,,,408b5f7499205e9b4e645590e914f3a1b19723927af5a4080d90bc3c787a2a69,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,1e53b2b7a6cb41c691ed15212ed09166f747bccd105ff709264567bfcbdac83a,mnist_pe_kernel_conformance_r1,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,13,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp8_a8,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance_r1/c-d600cb645e199515.json,0,,17,mnist_pe_kernel_conformance,7411,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,729eafdf4fa66b3e7973856ec8eb55a6f8f80152ab6fe4a95a010f8935d23b06,normal_small_3x2,,fp16_a16,1,c-d8bb1ddc2dd87e7b,,normal_small_3x2,2,,,,,408b5f7499205e9b4e645590e914f3a1b19723927af5a4080d90bc3c787a2a69,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,729eafdf4fa66b3e7973856ec8eb55a6f8f80152ab6fe4a95a010f8935d23b06,mnist_pe_kernel_conformance_r1,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,2,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp16_a16,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance_r1/c-d8bb1ddc2dd87e7b.json,1,,3,mnist_pe_kernel_conformance,7400,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,e877e2dbb37c9f6e30c241ba86490057e67a9f41ed809676e7ecc7c23a7aecda,fp8_finite_range_11x8,,fp32_a32,0,c-db50813179ff8292,,fp8_finite_range_11x8,8,,,,,408b5f7499205e9b4e645590e914f3a1b19723927af5a4080d90bc3c787a2a69,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,e877e2dbb37c9f6e30c241ba86490057e67a9f41ed809676e7ecc7c23a7aecda,mnist_pe_kernel_conformance_r1,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,8,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp32_a32,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance_r1/c-db50813179ff8292.json,0,,11,mnist_pe_kernel_conformance,7406,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,794081d84b6f0b9e7cc5125940878d0304ba0c21e8bf76889cdd61aaaeedc4c8,finite_saturation_12x9,,fp8_a8,0,c-dc3167f9dfc3902c,,finite_saturation_12x9,9,,,,,408b5f7499205e9b4e645590e914f3a1b19723927af5a4080d90bc3c787a2a69,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,794081d84b6f0b9e7cc5125940878d0304ba0c21e8bf76889cdd61aaaeedc4c8,mnist_pe_kernel_conformance_r1,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,9,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp8_a8,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance_r1/c-dc3167f9dfc3902c.json,0,,12,mnist_pe_kernel_conformance,7407,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,1c09a943285337a4cc39e4c8689efa1869d2e72c0725fb0b6c25e93a4d160fbc,half_subnormal_7x4,,fp8_a16,0,c-e46b2eb81db48068,,half_subnormal_7x4,4,,,,,408b5f7499205e9b4e645590e914f3a1b19723927af5a4080d90bc3c787a2a69,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,1c09a943285337a4cc39e4c8689efa1869d2e72c0725fb0b6c25e93a4d160fbc,mnist_pe_kernel_conformance_r1,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,4,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp8_a16,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance_r1/c-e46b2eb81db48068.json,0,,7,mnist_pe_kernel_conformance,7402,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
,,,,f06c9e617fcb5ce5eeff7e97ee1b2105770875dec11dc9075091498c38a3a403,normal_mixed_5x3,,fp32_a32,0,c-e4afefca70b5e75b,,normal_mixed_5x3,3,,,,,408b5f7499205e9b4e645590e914f3a1b19723927af5a4080d90bc3c787a2a69,,,,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,,exact,True,f06c9e617fcb5ce5eeff7e97ee1b2105770875dec11dc9075091498c38a3a403,mnist_pe_kernel_conformance_r1,,,,,,,,,,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,,,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,,,3,,,,True,,,,,functional_candidate_binding_deferred_to_pair_analysis,fp32_a32,stage,experiments/aspdac/results/mnist_pe_precision_20260717/raw/mnist_pe_kernel_conformance_r1/c-e4afefca70b5e75b.json,0,,5,mnist_pe_kernel_conformance,7401,,completed,,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be
